,verse,citation count,verse texts,filter row
1551,Luke 16:15,2,"['I řekl jim: „Vy jste to, kteří sa děláte spravedlivými před lidmi, avšak Bůh zná srdce vaše; neboť co u lidí jest vznešené, to před Bohem jest ohavností.', 'I dí jim: vy jste, ješto se spravedliví činíte před lidmi: ale Bůh zná srdce vaše: nebo což jest u lidí vysokého, ohavnost jest před Bohem.']",low
1552,Matt 26:2,1,"['Víte, že po dvou dnech velikanoc bude, a Syn člověka zrazen bude, aby byl ukřižován.']",low
1553,Deut 28:66,2,"['Život tvůj bude takořka před tebou na tenko viseti; báti se budeš v noci i ve dne, nejsa si jist životem.']",low
1554,Prov 17:22,1,"['Srdce veselé očerstvuje jako lékařství, ale duch zkormoucený vysušuje kosti.']",low
1555,Jer 49:12,1,"['Takto zajisté praví Hospodin: Aj, ti, kteříž nemají žádného práva píti kalichu tohoto, předce pijí, ty pak sám abys toho naprosto prázen byl? Nebudeš prázen, ale jistotně píti budeš.']",low
1556,Deut 9:9,6,"['(tehdy), když jsem vystoupil na horu, abych dostal kamenné desky, desky úmluvy, kterou Hospodin s vámi učinil, když jsem trval na hoře čtyřicet dní a nocí chleba nejeda a vody nepije.']",low
1557,Eccl 1:4,1,"['Věk pomíjí, a jiný věk nastává, ačkoli země na věky trvá.']",low
1558,Ezek 2:1,1,"['V té podobě zjevila se velebnost Hospodinova. Když jsem ji uviděl, padl jsem na tvář, i slyšel jsem, že někdo ke mně mluví. A pravil: „Synu člověkův, postav se na nohy, budu mluviti s tebou!""']",low
1559,2Sam 17:9,2,"['Nýbrž nyní spíše v záloze stojí v nějaké jeskyni, aneb v některém jiném místě. I stalo by se, jestliže by kteří padli z těch tvých při začátku, že každý, kdož by o tom uslyšel, řekl by: Stala se porážka v lidu, kterýž postoupil po Absolonovi.']",low
1560,Titus 1:12,3,"['Řekl jeden z nich, vlastní jejich prorok: Kretenští jsou vždycky lháři, zlá hovada, břicha lenivá.']",low
1561,Dan 9:14,1,"['Pamatoval Hospodin na pohromu a uvedl ji na nás, jeť spravedlivý Hospodin, Bůh náš ve všech skutcích svých, jež učinil; neboť jsme neposlechli hlasu jeho.']",low
1562,Matt 27:63,3,"['a řekli: „Pane, my jsme se rozpomenuli, že ten svůdce jsa ještě živ řekl: ,Po třech dnech vstanu.‘', 'a řekli: „Pane, vzpomněli jsme si, že ten podvodník za živa řekl: »Po třech dnech vstanu z mrtvých.«']",low
1563,Ps 62:11,3,"['budou vydáni na pospas meči, kořistí šakalů se stanou.']",low
1564,2Cor 7:10,13,"['Zármutek totiž, který jest podle Boha, působí pokání ke spáse, kterého se nelituje, ale zármutek světa působí smrt.']",low
1565,Acts 10:47,4,"['„Může někdo zabrániti, aby nebyli vodou pokřtěni ti, kdož přijali Ducha svatého jako my?“']",low
1566,Jas 5:9,3,"['Nevzdychejtež jedni proti druhým, bratří, abyste nebyli odsouzeni. Aj, soudce již přede dveřmi stojí.', 'Nevzdychejte jedni proti druhým, bratří, abyste nebyli souzeni. Aj Soudce přede dveřmi stojí.']",low
1567,Job 30:13,1,"['Mou pak stezku zkazili, k bídě mé přidali, ač jim to nic nepomůže.']",low
1568,Esth 4:1,3,"['Kteréžto věci když uslyšel Mardocheus, roztrhl roucha svá, a oblékl se v pytel, sypaje popel na hlavu: a na ulici prostřed města hlasem velikým křičel, ukazuje hořkost mysli své,']",low
1569,Ps 150:6,1,['Všeliký duch chval Hospodina. Halelujah.'],low
1570,Josh 2:22,1,"['Šli tedy, přišli do hor a zůstali tam tři dny, až se vrátili jejich pronásledovatelé, – Ti totiž hledali je po všech cestách, avšak nenalezli jich. – ']",low
1571,Judg 16:29,2,"['I ujav oba sloupy, na kterých dům stál, a jeden z nich pravou, a druhý levou rukou drže,']",low
1572,Jdt 13:15,16,"['i sběhli se k ní všichni, od nejmenšího do největšího, neboť se byli domnívali, že již nepřijde.']",low
1573,Prov 12:10,3,"['Pečuje spravedlivý o život hovádka svého, srdce pak bezbožných ukrutné jest.']",low
1574,Num 30:1,1,"['Mojžíš oznámil synům Israelovým všecko, co mu byl Hospodin přikázal. Zákon o zrušení slibů žen. (30,2. – 17.)']",low
1575,1Kgs 8:33,2,"['Uteče-li snad národ tvůj israelský před nepřáteli svými, že se prohřešil proti tobě, přijdou-li však, činíce pokání a vyznávajíce jméno tvé, budou-li se modliti a prositi tebe v domě tomto:']",low
1576,2Chr 20:6,2,"['A řekl: Hospodine, Bože otců našich, zdaliž ty sám nejsi Bohem na nebi? Zdaliž ty nepanuješ nade všemi královstvími národů? Zdaliž v ruce tvé není síly a moci, tak že není, kdo by se mohl postaviti proti tobě?', 'řekl: „Hospodine, Bože otců našich, ty jsi Bůh na nebi a panuješ nade všemi královstvími národů, v ruce tvé je síla a moc, aniž může kdo tobě odolati.']",low
1577,2Cor 9:4,2,"['až se mnou přijdou Macedonští, ať vás nenaleznou nepřipraveny; musili bychom se styděti my, a tím více vy, za tu věc. ']",low
1578,Judg 8:30,1,"['Měl sedmdesát synů, kteří vzešli z jeho krve, neboť měl více manželek.']",low
1579,Ezek 20:32,1,"['Aniž smí se státi, co si v duchu myslíte, říkajíce: „Budeme jako národové, jako pokolení země, ctíce dříví a kamení"".']",low
1580,Gen 20:16,1,"['Sáře pak pravil: Hle, tisíc stříbrných dal jsem tvému bratru, což zastře oči všech, kteří jsou s tebou, ať si jdeš kamkoliv; a měj na paměti, že se ti dostalo zadostučinění.']",low
1581,Num 3:31,1,"['Budou pečovati o archu, stůl, svícen, oltáře, nářadí svatyně, kterého užívají při bohoslužbě, oponu a všecky podobné předměty.']",low
1582,John 7:6,1,"['Ježíš tedy řekl jim: „Čas můj ještě nepřišel, ale čas váš jest vždycky pohotově.']",low
1583,Mark 14:72,4,"['A hned zakokrhal kohout po druhé. I vzpomněl si Petr na slova, jak mu Ježíš řekl: „Než kohout dvakrát zakokrhá, třikrát mě zapřeš.“ Vzpamatoval se a plakal. ', 'A hned opět kohout zazpíval. A rozpomenul se Petr na slovo kteréž byl řekl jemu Ježíš: Prvé než kohout dvakrát zazpívá, třikrát mne zapříš. A počal plakati.']",low
1584,Rom 15:13,1,"['Bůh pak naděje naplniž vás všelikou radostí, a pokojem v věření: abyste se rozhojnili v naději, a v moci Ducha svatého.']",low
1585,Josh 12:8,4,"['Na horách i na rovinách, i po polích, i v údolích, i na poušti a na poledne, zemi Hetejského, Amorejského, Kananejského, Ferezejského, Hevejského a Jebuzejského:']",low
1586,Rom 1:9,1,"['Bůh, jemuž sloužím svým duchem v evangeliu jeho Syna, je mi svědkem, že vás stále vzpomínám ']",low
1587,Jas 5:15,2,"['A modlitba víry uzdraví neduživého, a pozdvihneť ho Pán; a jestliže jest co prohřešil, budeť jemu odpuštěno.', 'a modlitba víry uzdraví nemocného, a polehčíť jemu Pán: a jestliže jest v hříších, budou jemu odpuštěni.']",low
1588,Lev 25:28,2,"['Nemůže-li však ruka jeho tolik sehnati, by splatil (potřebnou) částku, podrží kupec, co byl koupil, až do milostivého roku. Neboť toho roku vrátí se každý prodaný pozemek bývalému pánu a vlastníkovi.']",low
1589,Job 19:7,2,"['Hle, volám „Násilí!"", nikdo však neposlouchá, křičím, není však, kdo by mi dojít dal práva.']",low
1590,Mark 4:12,2,"['aby »hleděli a hleděli, ale neviděli, a slyšeli a slyšeli, ale nerozuměli, aby se neobrátili, a bylo jim odpuštěno«.“', 'Aby hledíce, hleděli, ale neuzřeli a slyšíce, slyšeli, ale nesrozuměli, aby se snad neobrátili, a byli by jim odpuštěni hříchové.']",low
1591,Sir 13:8,5,"['Bude tě zahanbovat hostinami svými, dokud tě nevyjí několikrát, a na konec vysměje se tobě; potom vida tě, nechá tě na holičkách, a hlavou bude nad tebou pokyvovat.']",low
1592,Jer 1:19,1,"['Budou bojovat proti tobě, avšak vrchu nenabudou; jáť budu s tebou – praví Hospodin – abych vysvobodil tebe.']",low
1593,Gen 44:20,1,"['a my jsme odpověděli tobě, pánu mému: „Máme stařičkého otce a mladistvého jinocha, který se narodil v jeho stáří; bratr jeho z téže matky zemřel, takže jest jediným synem své matky, a otec ho něžně miluje.""']",low
1594,Rom 13:5,1,"['Protož z potřeby poddáni buďte: netoliko pro hněv, ale také pro svědomí.']",low
1595,Ps 70:5,1,"['neboť ty, jsi naděje má, Pane, Hospodine, má důvěra od mého mládí.']",low
1596,John 3:13,3,"['Žádný nevystoupil do nebe kromě toho, který sestoupil z nebe, totiž Syn člověka. ']",low
1597,Song 7:4,1,"['Hrdlo tvé jako věže z kostí slonových, oči tvé rybníci v Ezebon podlé brány Batrabbim, nos tvůj věže Libánská patřící k Damašku.']",low
1598,Song 7:5,1,"['Hlava tvá na tobě jako Karmel, a vlasy hlavy tvé jako šarlat; i král přivázán by byl na pavlačích.']",low
1599,Ps 57:4,1,"['Onť pošle s nebe, a zachová mne od potupy usilujícího mne sehltiti. Sélah. Pošle Bůh milosrdenství své a pravdu svou.']",low
1600,Bar 5:5,1,"['Vzchop se, Jerusaleme, a postav se na výšině, pohled na východ a viz své syny, shromážděné slovem Svatého od východu slunce až na západ, ani se radují z toho, že Bůh na ně pamatoval.']",low
1601,Jonah 2:7,1,"['Až k spodkům hor dostal jsem se, země závorami svými zalehla mi na věčnost, ty jsi však vysvobodil od porušení život můj, ó Hospodine Bože můj.']",low
1602,Sir 6:14,1,"['Přítel věrný, obrana silná: kdo-ž pak jej nalezá, nalezá poklad.']",low
1603,2Macc 2:6,3,"['Poté přišli společně někteří z jeho družiny, aby si poznamenali to místo, ale nemohli (je) najíti.']",low
1604,Job 9:16,1,"['I kdybych vyzval jej, a on se dostavil k soudu, nemyslím, sluchu že popřál by hlasu mému.']",low
1605,Jdt 8:13,1,"['Vy jste uložili čas, kdy má se smilovati Hospodin, a jak se vám zachtělo, den jste ustanovili jemu.']",low
1606,Sir 19:22,2,"['Jest důkladná chytrost, a ta jest nespravedlivá; a někdo umí důkladně mluvit, aby dokázal pravdu.']",low
1607,2Sam 18:9,2,"['Přihodilo se pak, že se dostal Absalom ke služebníkům Davidovým sedě na mezku; když přijel (s ním) mezek pod hustý, veliký dub, uvázl za vlasy v dubě, a zůstal viseti mezi nebem a zemí, kdežto mezek, na kterém byl seděl, ušel.']",low
1608,Dan 13:46,2,"['I zvolal hlasem velikým: „Čist jsem já od krve této (ženy).""']",low
1609,Sus 1:46,2,"['I zvolal hlasem velikým: „Čist jsem já od krve této (ženy).""']",low
1610,Rev 21:1,1,"['Potom viděl jsem nebe nové a zemi novou. Nebo první nebe a první země byla pominula, a moře již nebylo.']",low
1611,1Chr 9:24,1,"['Na čtyřech stranách byli vrátní: to jest na východě, na západě, na severu a na jihu.']",low
1612,Luke 11:8,2,"['(A jestliže on tlouci nepřestane), pravím vám: Ačkoli vstana nedá mu proto, že jest přítelem jeho, přece pro neodbytnost jeho zvedne se a dá jemu, kolik potřebuje.']",low
1613,Matt 11:7,5,"['A když oni odešli, počal Ježíš praviti zástupům o Janovi: Co jste vyšli na poušť viděti? Třtinu-li větrem se klátící?']",low
1614,Luke 7:24,5,"['A když poslové Janovi odešli, počal mluviti k zástupům o Janovi: „Co jste vyšli na poušť viděti? třtinu-li větrem se klátící?']",low
1615,Num 11:20,4,"['nýbrž celý měsíc, až vám poleze nosem a zoškliví se, a to proto, že jste zavrhli Hospodina, který jest uprostřed vás, a že jste před ním plakali říkajíce: „Proč jsme z Egypta vyšli?""']",low
1616,Jonah 4:10,1,"['Jemuž řekl Hospodin: Ty lituješ toho břečtanu, o němž jsi nepracoval, aniž jsi ho k zrostu přivedl, kterýž za jednu noc zrostl, a jedné noci zahynul,']",low
1617,Matt 12:32,2,"['A kdyby kdo řekl slovo proti Synu člověka, bude jemu odpuštěno, ale kdož by mluvil proti Duchu svatému, nebude jemu odpuštěno, ani v tomto věku, ani v budoucím.', 'A kdo by byl řekl slovo proti Synu člověka, bude mu odpuštěno, kdo by však mluvil proti Duchu sv., nebude mu odpuštěno ani v tomto věku ani v budoucím.']",low
1618,Mark 15:16,1,"['Vojáci jej odvedli do dvora, to jest do pretoria a svolali celou četu. ']",low
1619,Jer 26:16,5,"['I řekli činovníci a všecek lid kněžím a prorokům: „Tento muž nezasluhuje, aby byl odsouzen na smrt, poněvadž ve jménu Hospodina, Boha našeho, nám mluvil.""']",low
1620,Prov 22:2,1,"['Bohatý a chudý potkávají se, učinitel obou jest Hospodin.']",low
1621,1Cor 10:24,7,"['Žádný ať nehledá toho, což jest jeho vlastní, ale což jest druhého.']",low
1622,Matt 28:7,2,"['A jděte rychle povědět jeho učedníkům, že byl vzkříšen z mrtvých, a hle, jde před vámi do Galileje, tam jej uvidíte. Hle, to jsem vám měl pověděti.“', 'A odejdouce rychle, povězte učeníkům jeho, že vstal z mrtvých; a hle, předchází vás do Galilee; tam jej uvidíte; hle pověděl jsem vám to.“']",low
1623,Num 31:21,1,"['Kněz Eleazar pak pravil bojovníkům, kteří se zúčastnili válečné výpravy: Toto jest ustanovení zákona, které Hospodin uložil Mojžíšovi:']",low
1624,2Sam 19:42,1,"['Tu odpověděli všichni muži judští mužům israelským: „Protože bližší je, nám král; proč se hněváte o to? Dal nám král co jísti, nebo jsme dostali dary?""']",low
1625,Gal 1:18,2,"['Potom po třech letech navrátil jsem se do Jeruzaléma, abych navštívil Petra, a pobyl jsem u něho patnácte dní.']",low
1626,Luke 20:27,1,"['I přistoupili k němu někteří saduceové, kteří tvrdí, že není zmrtvýchvstání, a otázali se ho:']",low
1627,Mark 12:18,1,"['A přišli k němu saduceové, kteří tvrdí, že není zmrtvýchvstání, a tázali se ho:']",low
1628,1John 2:10,2,"['Kdo miluje svého bratra, zůstává v světle, a v světle není možnost svodu. ']",low
1629,Exod 32:33,2,"['Hospodin mu odpověděl: Kdo proti mně zhřešil, toho vymažu ze své knihy.']",low
1630,Num 11:23,2,"['Hospodin mu odpověděl: Není ruka Hospodinova dosti mocna? Již nyní uzříš, zdali má řeč stane se skutkem.']",low
1631,Sir 35:21,2,"['Modlitba poníženého oblaky proniká, a dokud nedojde (cíle), neustane, aniž ustoupí, dokud Nejvyšší nepopatří,']",low
1632,Matt 11:18,2,"['Přišel totiž Jan a postil se od jídla i pití, i řekli: »Je posedlý zlým duchem.«']",low
1633,Eph 3:4,2,"['jakož můžete čtouce porozuměti opatrnosti mé, v tajemství Kristovu:']",low
1634,Matt 5:28,3,"['Ale jáť pravím vám: Že každý, kdož by pohleděl na ženu ku požádání jí, již zcizoložil s ní v srdci svém.', 'Ale já-ť pravím vám, že každý kdož by pohleděl na ženu ku požádání jí, již smilnil s ní v srdci svém.']",low
1635,Deut 31:23,1,"['I zmocnil Hospodin Josue, syna Nunova a řekl: Buď zmužilý a statečný; nebo ty uvedeš syny Israelovy do země, kterou jsem (jim) zaslíbil a já budu s tebou.']",low
1636,Matt 5:37,4,"['Budiž však řeč vaše: „ano, ano“; „ne, ne“; co nad to jest, ze zlého jest.']",low
1637,Matt 12:18,1,"['Hle, služebník můj, kterého jsem vyvolil, miláček můj, v němž jsem si zalíbil. Dám ducha svého na něj a bude zvěstovati soud národům.']",low
1638,Ezek 20:3,2,"['Synu člověkův, mluv k starším israelským takto: Toto praví Pán Bůh: Vy přicházíte, abyste se mne tázali? Jako že živ jsem, neodpovím vám, praví Pán Bůh.']",low
1639,John 7:11,1,"['O svátcích ho Židé hledali a ptali se: „Kde pak je ten muž?“,']",low
1640,1Thess 4:11,2,"['Zakládejte si na tom, abyste žili klidně. Věnujte se svým věcem. Pracujte svýma rukama, jak jsme vám nařídili, ', 'a pilnost přičinili, abyste pokojní byli, a abyste svou práci konali, a pracovali rukama svýma, jakož sme přikázali vám: a abyste poctivě chodili před těmi, kteříž jsou vně: a cizího nic nepotřebovali.']",low
1641,2Kgs 1:5,2,"['Když se vrátili poslové k Ochozjášovi, tázal se jich: „Proč jste se vrátili?""']",low
1642,Gen 8:17,1,"['Všecky živočichy jakéhokoliv těla – kteří jsou u tebe – jak z ptactva, tak ze zvěře a z drobné zvířeny, která leze po zemi, vyved s sebou; rozšiřujte se po zemi, rosťte a množte se na ní!']",low
1643,Isa 50:8,1,"['Blízkoť jest ten, kterýž mne ospravedlňuje. Kdož se nesnadniti bude se mnou? Postavme se spolu; kdo jest odpůrce můj, nechť přistoupí ke mně.']",low
1644,2Tim 3:10,6,"['Ty jsi však následoval mého učení, způsobu života, úmyslu, mé víry, shovívavosti, lásky, trpělivosti,']",low
1645,Gen 37:36,2,"['Madianové prodali Josefa v Egyptě Putifarovi, dvořenínu faraónovu, veliteli osobní stráže.']",low
1646,1Macc 8:12,1,"['Ale přátelům svým a těm, kteří se byli jim svěřili, zachovali prý přátelství; že prý se zmocnili království blízkých i dalekých, neboť kteříkoli slyšeli jméno jejich, báli se jich;']",low
1647,Rom 15:17,8,"['Mám tedy čím se honositi v Kristu Ježíši ve věcech, které se vztahují k Bohu; ']",low
1648,Matt 21:5,1,"['Povězte dceři Sionské: Aj, král tvůj béře se tobě tichý, a sedě na oslici, a na oslátku té jhu podrobené.']",low
1649,Num 23:16,1,"['Hospodin mu vyšel vstříc, vložil mu do úst slovo, a pravil: Vrať se k Balakovi a to mu pověz.']",low
1650,2Kgs 13:2,2,"['A činil to, což jest zlého před očima Hospodinovýma; nebo následoval hříchů Jeroboáma syna Nebatova, kterýž přivedl k hřešení Izraele, a neuchýlil se od nich.']",low
